anime_id,anime_name,genres,num_genres,assigned_communities,all_community_names,confidence,is_bridge,communities_spanned,community_distribution
9121,Heroman Specials,"Action, Sci-Fi, Shounen",3,1,Action & Adventure,1.0,False,1,{1: 3}
9124,Ookiku Furikabutte: Natsu no Taikai-hen – Mokuhyou,"Comedy, Seinen, Sports",3,2,Romance & Slice of Life,1.0,False,1,{2: 3}
9127,Zettai Karen Children: Gentei Kaikin!! OVA Chou Sakidori Special!!,"Action, Comedy, Supernatural, Shounen",4,1,Action & Adventure,0.5,False,3,"{1: 2, 2: 1, 3: 1}"
9130,Saint Seiya: The Lost Canvas - Meiou Shinwa 2,"Action, Adventure, Martial Arts, Shounen, Super Power, Supernatural",6,1,Action & Adventure,0.8333333333333334,False,2,"{1: 5, 3: 1}"
9135,Fullmetal Alchemist: The Sacred Star of Milos,"Action, Adventure, Comedy, Drama, Fantasy, Magic, Military, Shounen",8,1,Action & Adventure,0.75,False,3,"{1: 6, 2: 1, 3: 1}"
9136,Kuroshitsuji II Specials,"Fantasy, Supernatural, Comedy, Parody, Shounen",5,1,Action & Adventure,0.4,False,3,"{1: 2, 3: 1, 2: 2}"
9154,Kindaichi Shounen no Jikenbo Movie 2: Satsuriku no Deep Blue,"Mystery, Shounen",2,"1, 3","Action & Adventure, Dark & Psychological",0.5,True,2,"{3: 1, 1: 1}"
9159,Kaibutsu Oujo (OVA),"Action, Comedy, Horror, Supernatural, Shounen",5,1,Action & Adventure,0.4,False,3,"{1: 2, 2: 1, 3: 2}"
9163,Attack No.1 (1970),"Sports, Drama, Shoujo",3,2,Romance & Slice of Life,0.6666666666666666,False,2,"{2: 2, 3: 1}"
9164,Attack No.1: Namida no Fushichou,"Sports, Drama, Shoujo",3,2,Romance & Slice of Life,0.6666666666666666,False,2,"{2: 2, 3: 1}"
9165,Attack No.1: Namida no Kaiten Receive,"Sports, Drama, Shoujo",3,2,Romance & Slice of Life,0.6666666666666666,False,2,"{2: 2, 3: 1}"
9166,Attack No.1: Namida no Sekai Senshuken,"Sports, Drama, Shoujo",3,2,Romance & Slice of Life,0.6666666666666666,False,2,"{2: 2, 3: 1}"
9167,Shukufuku no Campanella Specials,Ecchi,1,2,Romance & Slice of Life,1.0,False,1,{2: 1}
9170,Kimi ga Nozomu Eien: Gundam Parody,"Mecha, Parody, Sci-Fi, Space",4,1,Action & Adventure,0.75,False,2,"{1: 3, 2: 1}"
9172,Kaitei Sanman Mile,"Adventure, Fantasy",2,1,Action & Adventure,1.0,False,1,{1: 2}
9175,Tsuruhime Ja!,"Kids, Slice of Life, Comedy, Shoujo",4,2,Romance & Slice of Life,0.75,False,2,"{4: 1, 2: 3}"
9177,Burning Blood,"Sports, Shounen",2,"1, 2","Action & Adventure, Romance & Slice of Life",0.5,True,2,"{2: 1, 1: 1}"
9181,Motto To LOVE-Ru,"Sci-Fi, Harem, Comedy, Ecchi, School, Shounen",6,2,Romance & Slice of Life,0.6666666666666666,False,2,"{1: 2, 2: 4}"
9200,Dae Jang Geum: Jang Geum's Dream 2,"Adventure, Comedy, Historical",3,"1, 2, 3","Action & Adventure, Romance & Slice of Life, Dark & Psychological",0.3333333333333333,True,3,"{1: 1, 2: 1, 3: 1}"
9201,Air Gear: Kuro no Hane to Nemuri no Mori - Break on the Sky,"Action, Comedy, Ecchi, Shounen, Sports",5,2,Romance & Slice of Life,0.6,False,2,"{1: 2, 2: 3}"
9202,Seikon no Qwaser: Jotei no Shouzou,"Action, Super Power, Supernatural, Ecchi, Seinen",5,1,Action & Adventure,0.4,False,3,"{1: 2, 3: 1, 2: 2}"
9203,K-On!!: Ura-On!!,Comedy,1,2,Romance & Slice of Life,1.0,False,1,{2: 1}
9204,Omae Umasou da na,"Action, Adventure, Fantasy, Kids",4,1,Action & Adventure,0.75,False,2,"{1: 3, 4: 1}"
9205,Kaichuu!,"Comedy, Seinen, Sports",3,2,Romance & Slice of Life,1.0,False,1,{2: 3}
9212,Ruri-iro Princess,"Romance, Shoujo",2,2,Romance & Slice of Life,1.0,False,1,{2: 2}
9213,Kowarekake no Orgel,"Drama, Music, Sci-Fi, Slice of Life",4,"1, 2, 3, 4","Action & Adventure, Romance & Slice of Life, Dark & Psychological, Niche & Fantasy",0.25,True,4,"{3: 1, 4: 1, 1: 1, 2: 1}"
9220,Seikimatsu Occult Gakuin Specials,"Comedy, Supernatural, School",3,2,Romance & Slice of Life,0.6666666666666666,False,2,"{2: 2, 3: 1}"
9221,Kanzen Shouri Daiteiou,"Action, Adventure, Kids, Mecha, Sci-Fi",5,1,Action & Adventure,0.8,False,2,"{1: 4, 4: 1}"
9228,Wan Wan Chuushingura,"Action, Adventure, Drama, Fantasy",4,1,Action & Adventure,0.75,False,2,"{1: 3, 3: 1}"
9232,Yebisu Celebrities 1st,Yaoi,1,2,Romance & Slice of Life,1.0,False,1,{2: 1}
9239,Scoopers,"Action, Sci-Fi",2,1,Action & Adventure,1.0,False,1,{1: 2}
9241,Super Robot Taisen OG: The Inspector,"Action, Mecha, Sci-Fi, Space",4,1,Action & Adventure,1.0,False,1,{1: 4}
9242,Nine: Original-ban,"Sports, Romance, School, Shounen",4,2,Romance & Slice of Life,0.75,False,2,"{2: 3, 1: 1}"
9243,Nine 2: Koibito Sengen,"Sports, Romance, School, Shounen",4,2,Romance & Slice of Life,0.75,False,2,"{2: 3, 1: 1}"
9244,Nine: Kanketsu-hen,"Sports, Romance, School, Shounen",4,2,Romance & Slice of Life,0.75,False,2,"{2: 3, 1: 1}"
9252,Break Blade 3: Kyoujin no Ato,"Action, Military, Fantasy, Mecha, Shounen",5,1,Action & Adventure,1.0,False,1,{1: 5}
9253,Steins;Gate,"Thriller, Sci-Fi",2,"1, 3","Action & Adventure, Dark & Psychological",0.5,True,2,"{3: 1, 1: 1}"
9254,Mianhada Saranghanda,Drama,1,3,Dark & Psychological,1.0,False,1,{3: 1}
9260,Kizumonogatari I: Tekketsu-hen,Vampire,1,3,Dark & Psychological,1.0,False,1,{3: 1}
9264,Hana no Ko Lunlun: Konnichiwa Sakura no Kuni,"Magic, Drama, Shoujo",3,"1, 2, 3","Action & Adventure, Romance & Slice of Life, Dark & Psychological",0.3333333333333333,True,3,"{1: 1, 3: 1, 2: 1}"
9279,Bara no Hana to Joe,"Kids, Drama",2,"3, 4","Dark & Psychological, Niche & Fantasy",0.5,True,2,"{4: 1, 3: 1}"
9282,Duel Masters Movie 3: Honoo no Kizuna XX,"Game, Shounen",2,1,Action & Adventure,1.0,False,1,{1: 2}
9284,Bakuhatsu Gorou,"Comedy, Sports",2,2,Romance & Slice of Life,1.0,False,1,{2: 2}
9288,Heartcatch Precure! Movie: Hana no Miyako de Fashion Show... Desu ka!?,"Fantasy, Kids, Magic, Shoujo",4,1,Action & Adventure,0.5,False,3,"{1: 2, 4: 1, 2: 1}"
9289,Hanasaku Iroha,"Slice of Life, Comedy, Drama",3,2,Romance & Slice of Life,0.6666666666666666,False,2,"{2: 2, 3: 1}"
9290,Moyashimon CGI Anime,"Comedy, School, Supernatural",3,2,Romance & Slice of Life,0.6666666666666666,False,2,"{2: 2, 3: 1}"
9291,Hello Kitty no Cinderella,"Kids, Fantasy",2,"1, 4","Action & Adventure, Niche & Fantasy",0.5,True,2,"{4: 1, 1: 1}"
9292,Kiki to Lala no Aoi Tori,Kids,1,4,Niche & Fantasy,1.0,False,1,{4: 1}
9303,Noel no Fushigi na Bouken,"Adventure, Comedy, Fantasy",3,1,Action & Adventure,0.6666666666666666,False,2,"{1: 2, 2: 1}"
9314,Fractale,"Adventure, Fantasy, Sci-Fi",3,1,Action & Adventure,1.0,False,1,{1: 3}
9318,Samero,Dementia,1,4,Niche & Fantasy,1.0,False,1,{4: 1}
9324,Elf 17,"Adventure, Martial Arts, Comedy, Mecha",4,1,Action & Adventure,0.75,False,2,"{1: 3, 2: 1}"
9330,Dragon Crisis!,"Action, Magic, Romance, School, Seinen, Supernatural",6,2,Romance & Slice of Life,0.5,False,3,"{1: 2, 2: 3, 3: 1}"
9331,Yumekui Merry,"Action, Supernatural",2,"1, 3","Action & Adventure, Dark & Psychological",0.5,True,2,"{1: 1, 3: 1}"
9332,.hack//Quantum,"Action, Adventure, Fantasy, Game, Sci-Fi",5,1,Action & Adventure,1.0,False,1,{1: 5}
9333,Koi☆Sento,"Comedy, Romance",2,2,Romance & Slice of Life,1.0,False,1,{2: 2}
9334,Mecha☆Afro-kun,Comedy,1,2,Romance & Slice of Life,1.0,False,1,{2: 1}
9335,Megane na Kanojo,"Comedy, Romance, School, Shounen",4,2,Romance & Slice of Life,0.75,False,2,"{2: 3, 1: 1}"
9337,Mayo Elle Otoko no Ko,"Comedy, School",2,2,Romance & Slice of Life,1.0,False,1,{2: 2}
9338,Ore no Sora Keiji-hen,"Action, Police, Drama",3,1,Action & Adventure,0.6666666666666666,False,2,"{1: 2, 3: 1}"
9339,Kuma no Gakkou: Jackie to Katie,"Comedy, Kids",2,"2, 4","Romance & Slice of Life, Niche & Fantasy",0.5,True,2,"{2: 1, 4: 1}"
9340,Cheburashka,Comedy,1,2,Romance & Slice of Life,1.0,False,1,{2: 1}
9342,Twinkle Nora Rock Me!,"Action, Sci-Fi",2,1,Action & Adventure,1.0,False,1,{1: 2}
9343,Bousou Sengokushi,Action,1,1,Action & Adventure,1.0,False,1,{1: 1}
9344,Torajima no Miime,Slice of Life,1,2,Romance & Slice of Life,1.0,False,1,{2: 1}
9345,Gakkou no Kowai Uwasa Shin: Hanako-san ga Kita!!,"Comedy, Horror, School, Supernatural",4,"2, 3","Romance & Slice of Life, Dark & Psychological",0.5,True,2,"{2: 2, 3: 2}"
9346,Battle Spirits: Brave,"Game, Military, Sci-Fi, Adventure, Demons",5,1,Action & Adventure,0.8,False,2,"{1: 4, 3: 1}"
9347,Fortune Arterial: Akai Yakusoku - Tadoritsuita Basho,"Harem, Comedy, Romance, Vampire, Fantasy",5,2,Romance & Slice of Life,0.6,False,3,"{2: 3, 3: 1, 1: 1}"
9348,Chibi Maruko-chan: Watashi no Suki na Uta,"Music, Slice of Life, Drama, Romance, Shoujo",5,2,Romance & Slice of Life,0.6,False,3,"{4: 1, 2: 3, 3: 1}"
9349,Shizukanaru Don: Yakuza Side Story,"Action, Comedy, Drama, Seinen",4,2,Romance & Slice of Life,0.5,False,3,"{1: 1, 2: 2, 3: 1}"
9351,Geunyeoneun Yeppeotda,"Comedy, Drama, Romance",3,2,Romance & Slice of Life,0.6666666666666666,False,2,"{2: 2, 3: 1}"
9353,D.C. I&II P.S.P. Re-Animated,"Magic, Harem, Romance, Drama",4,2,Romance & Slice of Life,0.5,False,3,"{1: 1, 2: 2, 3: 1}"
9355,Sekirei: Pure Engagement Episode 0,"Ecchi, Comedy, Harem",3,2,Romance & Slice of Life,1.0,False,1,{2: 3}
9356,Cool Cool Bye,"Action, Adventure, Fantasy",3,1,Action & Adventure,1.0,False,1,{1: 3}
9361,Molly Star-Racer,"Mecha, Music",2,"1, 4","Action & Adventure, Niche & Fantasy",0.5,True,2,"{1: 1, 4: 1}"
9362,Hyakka Ryouran: Samurai Girls Specials,Ecchi,1,2,Romance & Slice of Life,1.0,False,1,{2: 1}
9365,Wellber no Monogatari: Kanashimi no Senshi Galahad no Banka,"Action, Adventure, Comedy, Fantasy",4,1,Action & Adventure,0.75,False,2,"{1: 3, 2: 1}"
9366,Kaichou wa Maid-sama!: Omake dayo!,"Comedy, School, Shoujo",3,2,Romance & Slice of Life,1.0,False,1,{2: 3}
9367,Freezing,"Action, Sci-Fi, Harem, Drama, Romance, Ecchi, Martial Arts, Seinen",8,2,Romance & Slice of Life,0.5,False,3,"{1: 3, 2: 4, 3: 1}"
9371,Karl to Fushigi na Tou,"Adventure, Mystery, Kids, Fantasy",4,1,Action & Adventure,0.5,False,3,"{1: 2, 3: 1, 4: 1}"
9376,Yamato Takeru: After War,"Action, Adventure, Fantasy, Magic, Space, Mecha, Sci-Fi, Shounen",8,1,Action & Adventure,1.0,False,1,{1: 8}
9379,Denpa Onna to Seishun Otoko,"Sci-Fi, Slice of Life, Comedy",3,2,Romance & Slice of Life,0.6666666666666666,False,2,"{1: 1, 2: 2}"
9383,Chie-chan Funsenki: Jarinko Chie,"Slice of Life, Comedy, Drama, Seinen",4,2,Romance & Slice of Life,0.75,False,2,"{2: 3, 3: 1}"
9385,Rokushin Gattai GodMars (1982),"Action, Mecha, Sci-Fi, Space",4,1,Action & Adventure,1.0,False,1,{1: 4}
9387,Ginga Hyouryuu Vifam Recaps,"Action, Sci-Fi, Adventure, Mecha",4,1,Action & Adventure,1.0,False,1,{1: 4}
9389,Ginga Hyouryuu Vifam: Kieta 12-nin,"Sci-Fi, Adventure, Space, Comedy, Mecha",5,1,Action & Adventure,0.8,False,2,"{1: 4, 2: 1}"
9390,Ginga Hyouryuu Vifam: Keito no Kioku - Namida no Dakkai Sakusen,"Action, Adventure, Mecha, Sci-Fi",4,1,Action & Adventure,1.0,False,1,{1: 4}
9391,Ginga Hyouryuu Vifam 13,"Action, Adventure, Mecha, Sci-Fi",4,1,Action & Adventure,1.0,False,1,{1: 4}
9392,Shounen Jack to Mahoutsukai,"Adventure, Fantasy",2,1,Action & Adventure,1.0,False,1,{1: 2}
9393,T.P. Sakura: Time Paladin Sakura,"Action, Magic",2,1,Action & Adventure,1.0,False,1,{1: 2}
9395,Miyanishi Tatsuya Gekijou: Omae Umasou da na,"Adventure, Kids",2,"1, 4","Action & Adventure, Niche & Fantasy",0.5,True,2,"{1: 1, 4: 1}"
9396,Mitsudomoe: Oppai Ippai Mama Genki,"Slice of Life, Comedy, School",3,2,Romance & Slice of Life,1.0,False,1,{2: 3}
9403,Shin Mashin Eiyuuden Wataru Majinzan,"Action, Adventure, Fantasy, Comedy, Mecha, Sci-Fi",6,1,Action & Adventure,0.8333333333333334,False,2,"{1: 5, 2: 1}"
9404,Shiawase no Katachi,Comedy,1,2,Romance & Slice of Life,1.0,False,1,{2: 1}
9409,D-1 Devastator,"Mecha, Sci-Fi",2,1,Action & Adventure,1.0,False,1,{1: 2}
9416,Renshenguo,Adventure,1,1,Action & Adventure,1.0,False,1,{1: 1}
9417,The Monkey King Conquers the Demon,Adventure,1,1,Action & Adventure,1.0,False,1,{1: 1}
9421,SMAnime,"Action, Seinen",2,"1, 2","Action & Adventure, Romance & Slice of Life",0.5,True,2,"{1: 1, 2: 1}"
9423,Koko ni Iru,Slice of Life,1,2,Romance & Slice of Life,1.0,False,1,{2: 1}
9424,Seupideuwang Beongae,"Action, Game, School, Shounen, Sports",5,1,Action & Adventure,0.6,False,2,"{1: 3, 2: 2}"
9426,Pururun! Shizuku-chan,"Comedy, Kids",2,"2, 4","Romance & Slice of Life, Niche & Fantasy",0.5,True,2,"{2: 1, 4: 1}"
9433,A-jang.com,Fantasy,1,1,Action & Adventure,1.0,False,1,{1: 1}
9438,Rainbow Sentai Robin,"Action, Adventure, Sci-Fi",3,1,Action & Adventure,1.0,False,1,{1: 3}
9441,Yume-iro Pâtissière SP Professional,"Slice of Life, Shoujo",2,2,Romance & Slice of Life,1.0,False,1,{2: 2}
9445,Gunparade Orchestra OVA,Mecha,1,1,Action & Adventure,1.0,False,1,{1: 1}
9446,Sore Ike! Anpanman: Niji no Pyramid,"Comedy, Kids",2,"2, 4","Romance & Slice of Life, Niche & Fantasy",0.5,True,2,"{2: 1, 4: 1}"
9447,Byulbyul Iyagi 2,"Psychological, Drama",2,3,Dark & Psychological,1.0,False,1,{3: 2}
9451,Sore Ike! Anpanman: Ningyohime no Namida,"Comedy, Kids",2,"2, 4","Romance & Slice of Life, Niche & Fantasy",0.5,True,2,"{2: 1, 4: 1}"
9455,Ninpen Manmaru,"Comedy, Samurai, Shounen",3,"1, 2, 3","Action & Adventure, Romance & Slice of Life, Dark & Psychological",0.3333333333333333,True,3,"{2: 1, 3: 1, 1: 1}"
9464,Ganbare Goemon: Chikyuu Kyuushutsu Daisakusen,"Comedy, Shounen",2,"1, 2","Action & Adventure, Romance & Slice of Life",0.5,True,2,"{2: 1, 1: 1}"
9465,Break Blade 4: Sanka no Chi,"Action, Fantasy, Mecha, Military, Shounen",5,1,Action & Adventure,1.0,False,1,{1: 5}
9471,Baka to Test to Shoukanjuu: Matsuri,"Comedy, School, Super Power",3,2,Romance & Slice of Life,0.6666666666666666,False,2,"{2: 2, 1: 1}"
9479,Coppelion,"Action, Sci-Fi, Seinen",3,1,Action & Adventure,0.6666666666666666,False,2,"{1: 2, 2: 1}"
9488,Cencoroll Connect,"Action, Sci-Fi",2,1,Action & Adventure,1.0,False,1,{1: 2}
9491,Katsugeki Shoujo Tanteidan,"Action, Comedy, School",3,2,Romance & Slice of Life,0.6666666666666666,False,2,"{1: 1, 2: 2}"
9493,Dororon Enma-kun Meeramera,"Action, Comedy, Parody, Super Power, Demons, Supernatural, Magic, Ecchi",8,1,Action & Adventure,0.375,False,3,"{1: 3, 2: 3, 3: 2}"
9494,Soukyuu no Fafner: Arcadian Memory,"Action, Military, Sci-Fi, Drama, Mecha",5,1,Action & Adventure,0.8,False,2,"{1: 4, 3: 1}"
9495,Inochi no Chikyuu: Dioxin no Natsu,Drama,1,3,Dark & Psychological,1.0,False,1,{3: 1}
9496,Itoshi no Betty Mamonogatari,"Fantasy, Romance, Seinen",3,2,Romance & Slice of Life,0.6666666666666666,False,2,"{1: 1, 2: 2}"
9498,Naniwa Yuukyouden,"Action, Comedy",2,"1, 2","Action & Adventure, Romance & Slice of Life",0.5,True,2,"{1: 1, 2: 1}"
9499,Dokushin Apartment Dokudami-sou,"Slice of Life, Comedy, Ecchi, Seinen",4,2,Romance & Slice of Life,1.0,False,1,{2: 4}
9500,Starlight Scramble Renai Kouhosei,"Action, Romance, Sci-Fi",3,1,Action & Adventure,0.6666666666666666,False,2,"{1: 2, 2: 1}"
9501,Greek Roman Sinhwa: Olympus Guardian (Movie),"Adventure, Fantasy, Historical",3,1,Action & Adventure,0.6666666666666666,False,2,"{1: 2, 3: 1}"
9502,Egao no Hana,"Music, Kids",2,4,Niche & Fantasy,1.0,False,1,{4: 2}
9506,Prism Magical: Prism Generations!,"Comedy, Ecchi, Magic",3,2,Romance & Slice of Life,0.6666666666666666,False,2,"{2: 2, 1: 1}"
9509,Yami no Purple Eye,"Psychological, Supernatural, Music, Horror, Mystery, Shoujo",6,3,Dark & Psychological,0.6666666666666666,False,3,"{3: 4, 4: 1, 2: 1}"
9510,Mitsudomoe Zouryouchuu!,"Slice of Life, Comedy, School",3,2,Romance & Slice of Life,1.0,False,1,{2: 3}
9513,Beelzebub,"Action, Comedy, Demons, Supernatural, School, Shounen",6,"1, 2, 3","Action & Adventure, Romance & Slice of Life, Dark & Psychological",0.3333333333333333,True,3,"{1: 2, 2: 2, 3: 2}"
9515,Highschool of the Dead: Drifters of the Dead,"Comedy, Ecchi, Supernatural",3,2,Romance & Slice of Life,0.6666666666666666,False,2,"{2: 2, 3: 1}"
9518,Ichigo Ichie: Kimi no Kotoba,"Slice of Life, Comedy, School",3,2,Romance & Slice of Life,1.0,False,1,{2: 3}
9519,Medaka no Gakkou,Comedy,1,2,Romance & Slice of Life,1.0,False,1,{2: 1}
9520,Zero Tester,"Action, Sci-Fi, Adventure, Mecha",4,1,Action & Adventure,1.0,False,1,{1: 4}
9521,Tie Shan Gongzhu,"Action, Adventure, Fantasy",3,1,Action & Adventure,1.0,False,1,{1: 3}
9522,Zero Tester: Chikyuu wo Mamore!,"Action, Adventure, Mecha, Sci-Fi",4,1,Action & Adventure,1.0,False,1,{1: 4}
9523,Minori Scramble!,Comedy,1,2,Romance & Slice of Life,1.0,False,1,{2: 1}
9525,Junod,"Historical, Drama",2,3,Dark & Psychological,1.0,False,1,{3: 2}
9526,Wolf Guy,"Action, Military, Sci-Fi",3,1,Action & Adventure,1.0,False,1,{1: 3}
9528,Transformers Superlink Special,"Sci-Fi, Adventure, Kids, Mecha, Shounen",5,1,Action & Adventure,0.8,False,2,"{1: 4, 4: 1}"
9531,Tezuka Osamu Monogatari: Boku wa Son Gokuu,Adventure,1,1,Action & Adventure,1.0,False,1,{1: 1}
9533,Pururun! Shizuku-chan Aha,"Comedy, Kids",2,"2, 4","Romance & Slice of Life, Niche & Fantasy",0.5,True,2,"{2: 1, 4: 1}"
9535,Gongitsune,Adventure,1,1,Action & Adventure,1.0,False,1,{1: 1}
9536,Robin-kun to 100 nin no Otomodachi,"Comedy, Kids",2,"2, 4","Romance & Slice of Life, Niche & Fantasy",0.5,True,2,"{2: 1, 4: 1}"
9539,Cardfight!! Vanguard,"Action, Game, Adventure, Demons, Shounen",5,1,Action & Adventure,0.8,False,2,"{1: 4, 3: 1}"
9540,Bucket de Gohan,Comedy,1,2,Romance & Slice of Life,1.0,False,1,{2: 1}
9542,Puttsun Make Love,"Comedy, Ecchi, Romance",3,2,Romance & Slice of Life,1.0,False,1,{2: 3}
9544,Biohazard: Damnation,"Action, Sci-Fi, Horror",3,1,Action & Adventure,0.6666666666666666,False,2,"{1: 2, 3: 1}"
9546,Shirahata no Shoujo Ryuuko,Drama,1,3,Dark & Psychological,1.0,False,1,{3: 1}
9547,Alps no Shoujo Heidi (1979),"Drama, Historical, Slice of Life",3,3,Dark & Psychological,0.6666666666666666,False,2,"{3: 2, 2: 1}"
9548,Alps no Shoujo Heidi: Alm no Yama-hen,"Slice of Life, Historical, Drama",3,3,Dark & Psychological,0.6666666666666666,False,2,"{2: 1, 3: 2}"
9549,Alps no Shoujo Heidi: Heidi to Clara-hen,"Slice of Life, Historical, Drama",3,3,Dark & Psychological,0.6666666666666666,False,2,"{2: 1, 3: 2}"
9558,Changjiang Qi Hao Ai Diqiu,Kids,1,4,Niche & Fantasy,1.0,False,1,{4: 1}
9561,Shokupan Mimi,Comedy,1,2,Romance & Slice of Life,1.0,False,1,{2: 1}
9562,Tachumaru Gekijou,"Comedy, Parody",2,2,Romance & Slice of Life,1.0,False,1,{2: 2}
9563,Hidamari Sketch x ☆☆☆ Specials,"Slice of Life, Comedy, School, Seinen",4,2,Romance & Slice of Life,1.0,False,1,{2: 4}
9566,Umi kara no Shisha,"Action, Mecha, Super Power, Sci-Fi",4,1,Action & Adventure,1.0,False,1,{1: 4}
9568,Peace Maker Kurogane Special,"Action, Comedy, Samurai, Historical, Drama, Shounen",6,3,Dark & Psychological,0.5,False,3,"{1: 2, 2: 1, 3: 3}"
9575,Nodoka Mori no Doubutsu Daisakusen,Fantasy,1,1,Action & Adventure,1.0,False,1,{1: 1}
9581,MM! Specials,"Comedy, Ecchi, School",3,2,Romance & Slice of Life,1.0,False,1,{2: 3}
9584,Kappa no Sanpei,"Adventure, Kids, Supernatural",3,"1, 3, 4","Action & Adventure, Dark & Psychological, Niche & Fantasy",0.3333333333333333,True,3,"{1: 1, 4: 1, 3: 1}"
9587,Oniichan no Koto nanka Zenzen Suki ja Nai n da kara ne!!,"Harem, Comedy, Romance, Ecchi",4,2,Romance & Slice of Life,1.0,False,1,{2: 4}
9591,Code Geass: Hangyaku no Lelouch R2 Omake Flash,Parody,1,2,Romance & Slice of Life,1.0,False,1,{2: 1}
9595,Amanatsu,Sci-Fi,1,1,Action & Adventure,1.0,False,1,{1: 1}
9598,Haiyoru! Nyaruani: Remember My Love(craft-sensei),"Comedy, Sci-Fi",2,"1, 2","Action & Adventure, Romance & Slice of Life",0.5,True,2,"{2: 1, 1: 1}"
9600,G-Taste (2010),"Ecchi, Shoujo Ai",2,2,Romance & Slice of Life,1.0,False,1,{2: 2}
9606,Kaba no Potomasu,Kids,1,4,Niche & Fantasy,1.0,False,1,{4: 1}
9608,Yuri Seijin Naoko-san,"Comedy, Shoujo Ai",2,2,Romance & Slice of Life,1.0,False,1,{2: 2}
9611,Aa! Megami-sama! (2011),"Comedy, Magic, Romance, Seinen, Supernatural",5,2,Romance & Slice of Life,0.6,False,3,"{2: 3, 1: 1, 3: 1}"
9613,Big X,"Action, Historical, Sci-Fi, Shounen",4,1,Action & Adventure,0.75,False,2,"{1: 3, 3: 1}"
9617,K-On! Movie,"Music, Slice of Life, Comedy",3,2,Romance & Slice of Life,0.6666666666666666,False,2,"{4: 1, 2: 2}"
9618,Asobi ni Iku yo!: Asobi ni Oide,"Comedy, Ecchi, Harem, Romance, Sci-Fi",5,2,Romance & Slice of Life,0.8,False,2,"{2: 4, 1: 1}"
9624,30-sai no Hoken Taiiku,"Ecchi, Parody, Romance, Seinen",4,2,Romance & Slice of Life,1.0,False,1,{2: 4}
9627,Kakko Kawaii Sengen!,Comedy,1,2,Romance & Slice of Life,1.0,False,1,{2: 1}
9629,Cyborg 009: The Reopening,"Action, Adventure, Mecha, Sci-Fi, Shounen",5,1,Action & Adventure,1.0,False,1,{1: 5}
9630,Mini Sengoku Basara Two: Tsukiyo no Katakura-kun,"Comedy, Historical",2,"2, 3","Romance & Slice of Life, Dark & Psychological",0.5,True,2,"{2: 1, 3: 1}"
9645,Be-Bop Highschool,"Comedy, School, Seinen",3,2,Romance & Slice of Life,1.0,False,1,{2: 3}
9646,Goddamn,"Action, Cars, Seinen, Sports",4,2,Romance & Slice of Life,0.5,False,3,"{1: 1, 4: 1, 2: 2}"
9650,Dream C Club Pure Songs Clips,"Game, Music",2,"1, 4","Action & Adventure, Niche & Fantasy",0.5,True,2,"{1: 1, 4: 1}"
9656,Kimi ni Todoke 2nd Season,"Slice of Life, Drama, Romance, School, Shoujo",5,2,Romance & Slice of Life,0.8,False,2,"{2: 4, 3: 1}"
9662,Timing,"Psychological, Horror",2,3,Dark & Psychological,1.0,False,1,{3: 2}
9665,Bucchigiri,Sports,1,2,Romance & Slice of Life,1.0,False,1,{2: 1}
9667,Super Speed,Music,1,4,Niche & Fantasy,1.0,False,1,{4: 1}
9673,Tegami Bachi: Omakebachi,Comedy,1,2,Romance & Slice of Life,1.0,False,1,{2: 1}
9675,Kami nomi zo Shiru Sekai: Flag 0,"Comedy, Shounen, Supernatural",3,"1, 2, 3","Action & Adventure, Romance & Slice of Life, Dark & Psychological",0.3333333333333333,True,3,"{2: 1, 1: 1, 3: 1}"
9689,Agukaru,"Magic, Supernatural, Slice of Life",3,"1, 2, 3","Action & Adventure, Romance & Slice of Life, Dark & Psychological",0.3333333333333333,True,3,"{1: 1, 3: 1, 2: 1}"
9690,Densetsu no Yuusha no Densetsu: Iris Report,"Action, Adventure, Fantasy, Magic, Shounen",5,1,Action & Adventure,1.0,False,1,{1: 5}
9691,Kyomu Senshi Miroku,"Action, Sci-Fi, Historical, Demons, Supernatural, Samurai, Fantasy",7,3,Dark & Psychological,0.5714285714285714,False,2,"{1: 3, 3: 4}"
9693,Moshidora,"Drama, Sports",2,"2, 3","Romance & Slice of Life, Dark & Psychological",0.5,True,2,"{3: 1, 2: 1}"
9706,Canaan: Minorikawa Report 201X Shanghai,"Action, Seinen",2,"1, 2","Action & Adventure, Romance & Slice of Life",0.5,True,2,"{1: 1, 2: 1}"
9708,Mobile Suit Gundam ZZ: Gundam Frag.,"Action, Mecha, Military, Sci-Fi",4,1,Action & Adventure,1.0,False,1,{1: 4}
9712,Maria†Holic Alive,"Comedy, Parody, School, Shoujo Ai",4,2,Romance & Slice of Life,1.0,False,1,{2: 4}
9716,Rurouni Kenshin: Review Special,"Action, Comedy, Samurai, Shounen",4,1,Action & Adventure,0.5,False,3,"{1: 2, 2: 1, 3: 1}"
9723,Hakuouki Hekketsuroku Episode 0,"Action, Harem, Historical, Supernatural, Drama, Samurai, Vampire, Josei",8,3,Dark & Psychological,0.75,False,3,"{1: 1, 2: 1, 3: 6}"
9724,Break Blade 5: Shisen no Hate,"Action, Military, Fantasy, Mecha, Shounen",5,1,Action & Adventure,1.0,False,1,{1: 5}
